"INDEX_NAME","INDEX_CLASS","METRIC_NAME","SAMPLEID","METRIC_VALUE","LEVEL","NUMERIC_RULES","SYMBOL","LOWER","UPPER","INCREASE","DESCRIPTION","RULE_TYPE","EXC_RULE","NOTE_RULE","SITE_TYPE","INDEX_REGION","MEMBERSHIP","NAME_WIDE"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9169",100,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",1,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9162",3,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",0,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9162",3,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9162",3,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9163",4.33333333333333,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",0,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9163",4.33333333333333,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9163",4.33333333333333,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9190",0.666666666666667,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",0,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9190",0.666666666666667,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9190",0.666666666666667,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9195",100,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",1,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9195",100,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",1,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9195",100,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",1,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9201",100,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",1,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9201",100,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",1,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9201",100,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",1,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9202",3.66666666666667,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",0,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9202",3.66666666666667,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9202",3.66666666666667,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9208",2,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",0,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9208",2,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9208",2,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9209",100,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",1,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9209",100,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",1,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9209",100,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",1,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9211",4.66666666666667,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",0,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9211",4.66666666666667,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9211",4.66666666666667,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9212",69,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",1,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9212",69,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",1,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9212",69,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",1,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9214",33.3333333333333,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",0,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9214",33.3333333333333,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9214",33.3333333333333,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9215",35,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",0,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9215",35,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9215",35,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9217",26,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",0,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9217",26,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9217",26,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9170",1.66666666666667,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",0,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9170",1.66666666666667,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9170",1.66666666666667,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9176",3.66666666666667,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",0,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9176",3.66666666666667,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9176",3.66666666666667,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9220",11.3333333333333,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",0,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9220",11.3333333333333,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9220",11.3333333333333,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9221",100,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",1,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9221",100,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",1,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9221",100,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",1,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9222",24,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",0,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9222",24,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9222",24,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9237",52.6666666666667,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",0.633333333333333,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9237",52.6666666666667,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0.633333333333333,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9237",52.6666666666667,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0.633333333333333,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9243",17.6666666666667,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",0,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9243",17.6666666666667,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9243",17.6666666666667,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9244",33,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",0,"sandybottomrivers_L3_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9244",33,2,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L2_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9244",33,4,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL2",NA,"bugs","bugs",0,"sandybottomrivers_L4_Rule0_ni_total_300"
"NM_Bugs_BCG","sandybottomrivers","ni_total_300","Samp9246",3.66666666666667,3,">=50% (40 - 60)",">=",40,60,TRUE,"% target sub-sample size. Calculated as 100*(ni_total / target sub-sample size). Target sub-sample size is 300 individuals.","Rule0","SMALL3",NA,"bugs","bugs",0,"sandybottomrivers_L3_Rule0_ni_total_300"
